Client,SP Customer Number,Contract Number,Material Code,PCKG,Contract Start Date,Contract End Date,$ ACV,% ACV Subject to Royalty,$ Calc Royalty Base,$ Max Royalty Base,$ Actual Royalty Base,Ending Within 1 Month,Ending Within 2 Months,Ending Within 3 Months,Billed This Quarter,Is First Billing,Late New,Late Renewal
FIRST NATIONAL BANK OF OMAHA,1003846737,134016335,42638816,pa,12/21/2022,12/20/2023,43264,0.14,6056.96,8000,6056.96,TRUE,,,TRUE,FALSE,,
FOX FACTORY INC,1005325747,131315333,42638816,pa,7/24/2022,7/23/2023,36806.67,0.14,5152.9338,8000,5152.9338,,,,FALSE,,,
FRANKLIN TEMPLETON COMPANIES LLC,1003849496,136111658,42927361,pa,9/1/2022,8/31/2023,650005.2,0.26,169001.352,30000,30000,,,,FALSE,,,
FRONTDOOR INC,1005504478,133153210,42638814,pa,8/1/2022,7/31/2023,34611.2,0.14,4845.568,8000,4845.568,,,,FALSE,,,
"FTI CONSULTING, INC.",1004288403,134569231,42638814,pa,5/1/2022,4/30/2023,56420,0.14,7898.8,8000,7898.8,,,,FALSE,,,
FUTUREFUEL CHEMICAL COMPANY,1003849754,132077695,42638816,pa,1/1/2022,12/31/2022,21632,0.14,3028.48,8000,3028.48,,,,FALSE,,,
GARRET MOTION INC,1005537288,133617971,42638814,pa,11/3/2022,11/2/2023,59488,0.14,8328.32,8000,8000,,,,TRUE,FALSE,,
GAVILON AGRICULTURE INVESTMENT INC,1005380058,137013402,42638816,pa,8/19/2022,8/18/2023,42729.96,0.14,5982.1944,8000,5982.1944,,,,FALSE,,,
GENESEE & WYOMING RAILROAD SERVICES,1003851176,260180938,43060270,pa,12/1/2022,11/30/2023,295277,0.26,76772.02,30000,30000,,,,TRUE,FALSE,,
GERDAU AMERISTEEL,1004248814,132347002,42638814,pa,12/1/2022,11/30/2023,35800.96,0.14,5012.1344,8000,5012.1344,,,,TRUE,FALSE,,
GERMAN AMERICAN BANCORP,1005744264,260136410,42638816,pa,9/6/2022,9/5/2023,31040,0.14,4345.6,8000,4345.6,,,,FALSE,,,
GIBRALTAR INDUSTRIES,1003852190,135521340,42638814,pa,12/1/2022,11/30/2023,20355.54,0.14,2849.7756,8000,2849.7756,,,,TRUE,FALSE,,
"GIBSON BRANDS, INC.",1004016028,131244917,42638816,pa,7/2/2022,7/1/2023,35995.65,0.14,5039.391,8000,5039.391,,,,FALSE,,,
GLATFELTER CORPORATION,1003852193,134261542,42638814,pa,4/21/2022,4/20/2023,31200,0.14,4368,8000,4368,,,,FALSE,,,
GLOBAL ATLANTIC FINANCIAL COMPANY,1004649858,136820027,42638814,pa,7/1/2022,6/30/2023,60000,0.14,8400,8000,8000,,,,FALSE,,,
GLOBALIZATION PARTNERS,1005728135,136787356,42638814,pa,8/1/2022,7/31/2023,70250,0.14,9835,8000,8000,,,,FALSE,,,
GOAT,1005597775,135054305,42638816,pa,5/27/2022,5/26/2023,21330.4,0.14,2986.256,8000,2986.256,,,,FALSE,,,
GORDON BROTHERS HOLDINGS LLC,1005759123,260118492,42638816,pa,10/17/2022,10/16/2023,44850,0.14,6279,8000,6279,,,,TRUE,TRUE,,
HEARTLAND EXPRESS SERVICES INC,1005593332,134636199,42638814,pa,1/1/2022,12/31/2022,22875,0.14,3202.5,8000,3202.5,,,,FALSE,,,
HENRY SCHEIN INC,1003851275,134046908,42638814,pa,7/1/2022,6/30/2023,70720,0.14,9900.8,8000,8000,,,,FALSE,,,
HIKMA PHARMACEUTICALS USA INC,1005259423,134581169,42638814,pa,5/12/2022,5/11/2023,67827.76,0.14,9495.8864,8000,8000,,,,FALSE,,,
"HILL-ROM HOLDINGS, INC.",1003998187,134006426,42638814,pa,1/6/2022,1/5/2023,71315.92,0.14,9984.2288,8000,8000,,,,FALSE,,,
HILLTOP HOLDINGS INC.,1004577143,260551319,42638814,pa,12/18/2022,12/17/2023,53971.84,0.14,7556.0576,8000,7556.0576,TRUE,,,TRUE,FALSE,,
HILLTOP HOLDINGS INC.,1004577143,260425536,43060271,pa,12/1/2022,11/30/2023,115980,0.26,30154.8,30000,30000,,,,TRUE,FALSE,,
"HOLOGIC, INC.",1004715164,133259286,42638813,pa,12/2/2022,12/1/2023,142486.42,0.1,14248.642,8000,8000,TRUE,,,TRUE,FALSE,,
HUMANA INC.,1003850701,260377625,43068051,pa,12/1/2022,11/30/2023,305000,0.26,79300,30000,30000,,,,TRUE,TRUE,,
"HUNTER DOUGLAS, INC.",1003849377,131973629,42638814,pa,1/1/2022,12/31/2022,47492.64,0.14,6648.9696,8000,6648.9696,,,,FALSE,,,
"IKEA NORTH AMERICA SERVICES, LLC -",1003853257,135687410,42638814,pa,8/1/2022,7/31/2023,45675.97,0.14,6394.6358,8000,6394.6358,,,,FALSE,,,
INDEED INC,1005414866,132124894,42638814,pa,1/1/2022,12/31/2022,43264,0.14,6056.96,8000,6056.96,,,,FALSE,,,
INEOS US,1003851582,133741649,42638814,pa,1/1/2022,12/31/2022,64870,0.14,9081.8,8000,8000,,,,FALSE,,,
INFINERA CORPORATION,1003850507,260174492,42638814,pa,12/1/2022,11/30/2023,60840,0.14,8517.6,8000,8000,,,,TRUE,FALSE,,
INGERSOLL RAND INC.,1005533008,133541991,42638813,pa,12/1/2022,11/30/2023,87330.38,0.1,8733.038,8000,8000,,,,TRUE,FALSE,,
INSIGHT GLOBAL INC,1005675710,135917662,42638816,pa,12/5/2022,12/4/2023,22854,0.14,3199.56,8000,3199.56,TRUE,,,TRUE,FALSE,,
"INSPERITY SERVICES, LP",1003850363,260208332,42638814,pa,10/28/2022,10/27/2023,25000,0.14,3500,8000,3500,,,,TRUE,TRUE,,
INTL FLAVORS AND FRAGRANCES,1004105176,134013451,42638814,pa,1/1/2022,12/31/2022,250000,0.14,35000,8000,8000,,,,FALSE,,,
INVESTORS BANK,1004924152,136647017,42638814,pa,5/31/2022,5/30/2023,49000,0.14,6860,8000,6860,,,,FALSE,,,
IQVIA INC,1004253755,260245831,43060270,pa,12/1/2022,11/30/2023,391380,0.26,101758.8,30000,30000,,,,TRUE,FALSE,,
"IRIDIUM SATELLITE, LLC",1004437273,135004982,42638814,pa,1/1/2022,12/31/2022,66250,0.14,9275,8000,8000,,,,FALSE,,,
IROBOT CORPORATION,1003854846,136033201,42638813,pa,9/1/2022,8/31/2023,97760,0.1,9776,8000,8000,,,,FALSE,,,
ITOCHU INTERNATIONAL INC.,1003849755,133107670,42638814,pa,4/1/2022,3/31/2023,118647.68,0.14,16610.6752,8000,8000,,,,FALSE,,,
JAS WORLDWIDE MGMT INC,1005536715,133601861,42638816,pa,2/1/2022,1/31/2023,39825,0.14,5575.5,8000,5575.5,,,,FALSE,,,
KEYSIGHT TECHNOLOGIES,1004695445,133509926,42638813,pa,11/1/2022,10/31/2023,76500,0.1,7650,8000,7650,,,,TRUE,FALSE,,
KEYSTONE AUTOMOTIVE INDUSTRIES INC,1003852260,260458476,43060270,pa,12/1/2022,11/30/2023,165041,0.26,42910.66,30000,30000,,,,TRUE,FALSE,,
KIRBY CORP,1005316477,130967802,42638814,pa,1/1/2022,12/31/2022,32803.06,0.14,4592.4284,8000,4592.4284,,,,FALSE,,,
KLA CORPORATION,1003950553,136898989,42939096,pa,7/27/2022,6/30/2023,227500,0.26,59150,30000,30000,,,,FALSE,,,
KNORR BRAKE HOLDING CORPORATION,1003852075,133034004,42638814,pa,7/19/2022,7/18/2023,48131.2,0.14,6738.368,8000,6738.368,,,,FALSE,,,
KONICA MINOLTA BUSINESS SOLUTIONS,1003849811,132230549,42638814,pa,4/1/2022,3/31/2023,60569.6,0.14,8479.744,8000,8000,,,,FALSE,,,
L.B. FOSTER COMPANY,1003850561,137001711,42638816,pa,8/11/2022,8/10/2023,21500,0.14,3010,8000,3010,,,,FALSE,,,
LABORIE MED TECHNOLOGIES CORP,1005645918,135402925,42638816,pa,9/29/2022,9/28/2023,30066.4,0.14,4209.296,8000,4209.296,,,,FALSE,,,
LAM RESEARCH CORPORATION,1004998660,135736083,42939096,pa,5/1/2022,4/30/2023,198393,0.26,51582.18,30000,30000,,,,FALSE,,,
LINCOLN ELECTRIC COMPANY,1003851592,135324674,42638813,pa,8/29/2022,8/28/2023,80070,0.1,8007,8000,8000,,,,FALSE,,,
LINDSAY CORPORATION,1004340720,260461048,42638816,pa,11/28/2022,11/27/2023,46388.16,0.14,6494.3424,8000,6494.3424,,,,TRUE,FALSE,,
LIONBRIDGE TECHNOLOGIES LLC,1004033988,131947375,42638816,pa,1/1/2022,12/31/2022,46250.1,0.14,6475.014,8000,6475.014,,,,FALSE,,,
LUKKA INC,1005764426,260192789,42638816,pa,10/28/2022,10/27/2023,17580,0.14,2461.2,8000,2461.2,,,,TRUE,TRUE,,
LVMH MOET HENNESSY LOUIS VUITTON,1003849382,260533963,43060271,pa,12/13/2022,11/30/2023,178800,0.26,46488,30000,30000,,,,TRUE,FALSE,,
MACQUARIE GLOBAL SERVICES (USA) LLC,1003851055,135370318,42927363,pa,4/1/2022,3/31/2023,249881.84,0.26,64969.2784,30000,30000,,,,FALSE,,,
MACQUARIE GLOBAL SERVICES (USA) LLC,1003851055,134632358,42638815,pa,4/1/2022,3/31/2023,156815,0.24,37635.6,30000,30000,,,,FALSE,,,
"MAHLE INDUSTRIES, INC",1005021504,135646365,42638814,pa,1/1/2022,12/31/2022,52643.64,0.14,7370.1096,8000,7370.1096,,,,FALSE,,,
MALLINCKRODT LLC,1004437251,132001936,42638814,pa,9/1/2022,8/31/2023,90196.66,0.14,12627.5324,8000,8000,,,,FALSE,,,
MARLETTE FUNDING LLC,1005603215,134775818,42638816,pa,5/27/2022,5/26/2023,27352,0.14,3829.28,8000,3829.28,,,,FALSE,,,
MARRIOTT VACATIONS WORLDWIDE CORP,1005410467,260248021,42638815,pa,12/18/2022,12/17/2023,84400,0.24,20256,30000,20256,TRUE,,,TRUE,FALSE,,
MARS INFORMATION SERVICES INC,1003999848,260471562,43060270,pa,12/2/2022,11/30/2023,1046933,0.26,272202.58,30000,30000,,,,TRUE,FALSE,,
MARTIN MARIETTA,1003851505,134970810,42927361,pa,12/1/2021,12/31/2022,184080,0.26,47860.8,30000,30000,,,,FALSE,,FALSE,TRUE
MARUBENI AMERICA CORPORATION,1003849451,260489467,43060271,pa,12/6/2022,11/30/2023,105014,0.26,27303.64,30000,27303.64,,,,TRUE,FALSE,,
MASCO CORPORATION,1004073194,135584069,42638814,pa,3/1/2022,2/28/2023,45000,0.14,6300,8000,6300,,,,FALSE,,,
MATCH GROUP LLC,1005493603,132976092,42638814,pa,6/25/2022,6/24/2023,71365.05,0.14,9991.107,8000,8000,,,,FALSE,,,
MATERION CORPORATION,1003852649,135240792,42638814,pa,6/1/2022,5/31/2023,34640,0.14,4849.6,8000,4849.6,,,,FALSE,,,
MATTHEWS INTERNATIONAL CORPORATION,1004586840,136912751,42638814,pa,5/17/2022,5/16/2023,42525,0.14,5953.5,8000,5953.5,,,,FALSE,,,
MAXAR TECHNOLOGIES HOLDINGS INC,1004638714,134109120,42638814,pa,12/1/2022,11/30/2023,45000,0.14,6300,8000,6300,,,,TRUE,FALSE,,
"MAXIMUS, INC.",1004628837,136891627,42638814,pa,9/1/2022,8/31/2023,57500,0.14,8050,8000,8000,,,,FALSE,,,
"MCDERMOTT INTERNATIONAL, INC.",1003851669,260449288,43068051,pa,12/1/2022,11/30/2023,318488,0.26,82806.88,30000,30000,,,,TRUE,TRUE,,
MCDONALD'S CORPORATION,1003850032,132077501,42638814,pa,1/1/2022,12/31/2022,240066.53,0.14,33609.3142,8000,8000,,,,FALSE,,,
"MISTRAS GROUP, INC.",1004712703,260360329,42638816,pa,11/18/2022,11/17/2023,36820.6,0.14,5154.884,8000,5154.884,,,,TRUE,FALSE,,
MORAN TOWING CORP,1005727922,136820557,42638816,pa,7/1/2022,6/30/2023,26500,0.14,3710,8000,3710,,,,FALSE,,,
MYLAN INC,1003851843,260174978,43068051,pa,12/1/2022,11/30/2023,421862,0.26,109684.12,30000,30000,,,,TRUE,FALSE,,
"NBCUNIVERSAL MEDIA, LLC",1003852306,134689588,42638814,pa,6/2/2022,6/1/2023,161000,0.14,22540,8000,8000,,,,FALSE,,,
NEENAH PAPER INC,1003953810,133965187,42638814,pa,5/1/2022,4/30/2023,71760,0.14,10046.4,8000,8000,,,,FALSE,,,
"NEP BROADCASTING, LLC",1004967749,135963979,42638816,pa,1/11/2022,1/10/2023,41375,0.14,5792.5,8000,5792.5,,,,FALSE,,,
NEWELL BRANDS,1004924588,260615486,42638814,pa,12/1/2022,11/30/2023,232324.61,0.14,32525.4454,8000,8000,,,,TRUE,FALSE,,
NIELSEN CONSUMER LLC,1005672406,135892752,42638814,pa,8/1/2022,12/31/2022,180177.64,0.14,25224.8696,8000,8000,,,,FALSE,,,
NOOM INC,1005439398,136750742,42638816,pa,6/16/2022,6/15/2023,38500,0.14,5390,8000,5390,,,,FALSE,,,
NOVANTA CORP,1005543230,133789180,42638816,pa,6/1/2022,5/31/2023,62400,0.14,8736,8000,8000,,,,FALSE,,,
"OLD DOMINION FREIGHT LINE, INC",1003852678,132109746,42638814,pa,1/1/2022,12/31/2022,22713.6,0.14,3179.904,8000,3179.904,,,,FALSE,,,
ORGANON LLC,1005676458,136416587,42638814,pa,5/30/2022,5/29/2023,286000,0.14,40040,8000,8000,,,,FALSE,,,
"ORION GROUP HOLDINGS, INC.",1005322396,136710162,42638816,pa,7/1/2022,6/30/2023,36000,0.14,5040,8000,5040,,,,FALSE,,,
OUTBRAIN INC,1005666124,135777329,42638814,pa,12/1/2022,11/30/2023,63024,0.14,8823.36,8000,8000,,,,TRUE,FALSE,,
"OWENS & MINOR MEDICAL, INC",1004316830,132089945,42638814,pa,12/30/2022,12/29/2023,80714,0.14,11299.96,8000,8000,TRUE,,,TRUE,FALSE,,
"OZARK SERVICES, INC.",1003972759,134233252,42638814,pa,2/3/2022,2/2/2023,54600,0.14,7644,8000,7644,,,,FALSE,,,
"PACIFIC ARCHITECTS & ENGINEERS, INC",1004721956,135108643,42638814,pa,8/1/2022,7/31/2023,79300,0.14,11102,8000,8000,,,,FALSE,,,
PARKER HANNIFIN CORP,1005412624,135787890,42927361,pa,7/1/2022,6/30/2023,268580,0.26,69830.8,30000,30000,,,,FALSE,,,
"PEARSON EDUCATION, INC",1003851234,132071562,42638814,pa,5/1/2022,4/30/2023,95638.32,0.14,13389.3648,8000,8000,,,,FALSE,,,
PEKIN INSURANCE COMPANY,1003996778,134013488,42638814,pa,12/18/2022,12/17/2023,34611.2,0.14,4845.568,8000,4845.568,TRUE,,,TRUE,FALSE,,
"PNC BANK, NATIONAL ASSOCIATION",1004014457,135442006,42638814,pa,9/27/2022,9/26/2023,110282.4,0.14,15439.536,8000,8000,,,,FALSE,,,
"PON NORTH AMERICA, INC.",1003852512,136420590,42638814,pa,10/9/2022,10/8/2023,30000,0.14,4200,8000,4200,,,,TRUE,TRUE,,
"PPG INDUSTRIES, INC.",1004947817,136945850,42638814,pa,1/1/2022,12/31/2022,91936,0.14,12871.04,8000,8000,,,,FALSE,,FALSE,TRUE
PPL SERVICES CORPORATION,1003850730,260246451,43060271,pa,12/1/2022,11/30/2023,193956,0.26,50428.56,30000,30000,,,,TRUE,FALSE,,
PRECISION MED GRP,1005615778,135400610,42638816,pa,8/18/2022,8/17/2023,42473.6,0.14,5946.304,8000,5946.304,,,,FALSE,,,
PRIMORIS SVCS CORP,1005541263,133734024,42638814,pa,11/18/2022,11/17/2023,44183.36,0.14,6185.6704,8000,6185.6704,,,,TRUE,FALSE,,
QUAKER CHEMICAL CORPORATION,1003852097,132877596,42638813,pa,5/28/2022,5/27/2023,108160,0.1,10816,8000,8000,,,,FALSE,,,
RAILWORKS CORPORATION,1004975676,133877155,42638814,pa,1/1/2022,12/31/2022,58448,0.14,8182.72,8000,8000,,,,FALSE,,,
"RAMBOLL HOLDINGS, INC.",1003850137,133697091,42638814,pa,10/1/2022,9/30/2023,39104,0.14,5474.56,8000,5474.56,,,,TRUE,FALSE,,
REDDIT INC,1005726585,136819414,42638816,pa,6/17/2022,6/16/2023,27712.3,0.14,3879.722,8000,3879.722,,,,FALSE,,,
RENT THE RUNWAY,1005713776,260045011,42638816,pa,9/21/2022,9/20/2023,22610,0.14,3165.4,8000,3165.4,,,,FALSE,,,
"RETAIL FINANCE INT'L HOLDINGS, INC",1004677224,260373048,43060270,pa,12/1/2022,11/30/2023,426981,0.26,111015.06,30000,30000,,,,TRUE,FALSE,,
REV RENEWABLES,1005705882,136309798,42638816,pa,4/27/2022,4/26/2023,23440,0.14,3281.6,8000,3281.6,,,,FALSE,,,
RHEEM MANUFACTURING COMPANY,1003849729,133601609,42638814,pa,3/1/2022,2/28/2023,51507,0.14,7210.98,8000,7210.98,,,,FALSE,,,
RHEEM MANUFACTURING COMPANY,1003849729,260174363,43060175,pa,12/1/2022,11/30/2023,87330.38,0.26,22705.8988,30000,22705.8988,,,,TRUE,FALSE,,
ROKU INC.,1005571915,134319695,42638814,pa,2/22/2022,2/21/2023,36504,0.14,5110.56,8000,5110.56,,,,FALSE,,,
S&P GLOBAL INC.,1003850011,131968418,42638815,pa,12/1/2022,11/30/2023,196144.58,0.24,47074.6992,30000,30000,,,,TRUE,FALSE,,
SAILPOINT TECHNOLOGIES INC,1005701543,136325572,42638816,pa,4/12/2022,4/11/2023,17580,0.14,2461.2,8000,2461.2,,,,FALSE,,,
SALLY HOLDINGS LLC,1004004369,132147869,42638818,pa,1/1/2022,12/31/2022,60569.6,0.1,6056.96,8000,6056.96,,,,FALSE,,,
SCHLAGE LOCK COMPANY LLC,1004666844,260245392,43060270,pa,11/11/2022,11/30/2023,198004,0.26,51481.04,30000,30000,,,,TRUE,TRUE,,
SCHOLASTIC CORPORATION,1004128293,134655536,42638815,pa,4/1/2022,3/31/2023,118976,0.24,28554.24,30000,28554.24,,,,FALSE,,,
"SECURIAN FINANCIAL GROUP, INC.",1004017056,135193489,42638814,pa,9/1/2022,8/31/2023,123760,0.14,17326.4,8000,8000,,,,FALSE,,,
SEDGWICK CLAIMS MANAGEMENT SERVICES,1004890660,135018310,42638814,pa,6/14/2022,6/13/2023,51597.52,0.14,7223.6528,8000,7223.6528,,,,FALSE,,,
"SENSATA TECHNOLOGIES, INC.",1003993827,136196262,42638814,pa,3/11/2022,3/10/2023,74113.56,0.14,10375.8984,8000,8000,,,,FALSE,,,
SERVICENOW,1005307668,133076895,42638814,pa,7/22/2022,7/21/2023,59675.62,0.14,8354.5868,8000,8000,,,,FALSE,,,
SHARECARE INC,1005725152,136847948,42638816,pa,6/30/2022,6/29/2023,26829,0.14,3756.06,8000,3756.06,,,,FALSE,,,
SITEL GROUP,1003853427,260265111,42638814,pa,12/1/2022,11/30/2023,47244,0.14,6614.16,8000,6614.16,,,,TRUE,FALSE,,
SOLENIS LLC,1004717827,134538116,42638814,pa,4/23/2022,4/22/2023,89949.6,0.14,12592.944,8000,8000,,,,FALSE,,,
SOUTH JERSEY INDUSTRIES,1005518610,133348774,42638816,pa,8/31/2022,8/30/2023,58500,0.14,8190,8000,8000,,,,FALSE,,,
SPIRIT AEROSYSTEMS,1003851893,132099045,42638814,pa,2/1/2022,1/31/2023,43155.84,0.14,6041.8176,8000,6041.8176,,,,FALSE,,,
SPX FLOW INC,1004871744,132556199,42638814,pa,1/1/2022,12/31/2022,109200,0.14,15288,8000,8000,,,,FALSE,,,
STAFFMARK,1005411847,260235153,42638816,pa,12/24/2022,12/23/2023,37326.1,0.14,5225.654,8000,5225.654,TRUE,,,TRUE,FALSE,,
STATE STREET CORPORATION,1003849225,134162910,42638814,pa,2/23/2022,2/22/2023,102302.46,0.14,14322.3444,8000,8000,,,,FALSE,,,
STATE STREET CORPORATION,1003849225,260453223,42638814,pa,12/1/2022,11/30/2023,107417.58,0.14,15038.4612,8000,8000,,,,TRUE,TRUE,,
"STEFANINI, INC.",1003850796,136242079,42638816,pa,12/1/2022,11/30/2023,46893.6,0.14,6565.104,8000,6565.104,,,,TRUE,FALSE,,
"STERLING, INC.",1003851391,260140396,42638814,pa,10/1/2022,9/30/2023,23500,0.14,3290,8000,3290,,,,TRUE,FALSE,,
SUMITOMO CORP,1005411657,132079161,42638814,pa,4/1/2022,3/31/2023,108160,0.14,15142.4,8000,8000,,,,FALSE,,,
SUNCOKE ENERGY INC,1004842273,132322028,42638814,pa,3/9/2022,3/8/2023,57900.21,0.14,8106.0294,8000,8000,,,,FALSE,,,
"SUNRISE SENIOR LIVING MANAGEMENT, I",1003851045,135249171,42638816,pa,8/10/2022,8/9/2023,43155.84,0.14,6041.8176,8000,6041.8176,,,,FALSE,,,
SUPERIOR ESSEX INC.,1003852045,260070050,42638814,pa,12/1/2022,11/30/2023,39750,0.14,5565,8000,5565,,,,TRUE,FALSE,,
SUPERIOR GRP COMPANIES INC,1005669909,135757858,42638816,pa,12/6/2022,12/5/2023,30066.4,0.14,4209.296,8000,4209.296,TRUE,,,TRUE,FALSE,,
SYLVAMO,1005728746,260232717,42638814,pa,9/1/2022,8/31/2023,57080,0.14,7991.2,8000,7991.2,,,,FALSE,,TRUE,FALSE
SYSCO CORPORATION,1004884829,135322513,42638814,pa,8/27/2022,8/26/2023,98800,0.14,13832,8000,8000,,,,FALSE,,,
T-MOBILE USA,1003850635,260174639,43060271,pa,12/1/2022,11/30/2023,143018,0.26,37184.68,30000,30000,,,,TRUE,FALSE,,
T-MOBILE USA,1003850635,134013901,42638814,pa,12/18/2022,12/17/2023,370766,0.14,51907.24,8000,8000,TRUE,,,TRUE,FALSE,,
T-MOBILE USA,1003850635,134013901,42638814,pa,12/18/2022,12/17/2023,9220,0.14,1290.8,8000,1290.8,TRUE,,,TRUE,FALSE,,
TAKEDA PHARMACEUTICALS USA INC,1003850551,135301551,42638816,pa,8/26/2022,8/25/2023,96720,0.14,13540.8,8000,8000,,,,FALSE,,,
TALCOTT RESOLUTION LIFE INSURANCE,1005251126,132406668,42638814,pa,4/1/2022,3/31/2023,56880.72,0.14,7963.3008,8000,7963.3008,,,,FALSE,,,
TEACHERS INSURANCE AND ANNUITY,1003849390,260615487,42638814,pa,12/29/2022,11/30/2023,151846.52,0.14,21258.5128,8000,8000,,,,TRUE,TRUE,,
TEAM HEALTH,1003850219,132460938,42638814,pa,4/7/2022,4/6/2023,67581.83,0.14,9461.4562,8000,8000,,,,FALSE,,,
"TESLA, INC",1004616572,135271192,42638814,pa,7/20/2022,7/19/2023,57660.1,0.14,8072.414,8000,8000,,,,FALSE,,,
"THE GOLDMAN SACHS GROUP, INC.",1004695193,260537569,42638814,pa,12/14/2022,12/13/2023,53000,0.14,7420,8000,7420,TRUE,,,TRUE,TRUE,,
THE HERSHEY COMPANY,1003869533,260273619,42638814,pa,12/1/2022,11/30/2023,41900,0.14,5866,8000,5866,,,,TRUE,FALSE,,
THE HUNTINGTON NATIONAL BANK,1003851445,132874031,42638814,pa,6/1/2022,5/31/2023,88400,0.14,12376,8000,8000,,,,FALSE,,,
THE NORTHERN TRUST COMPANY,1004105754,133782425,42638814,pa,11/23/2022,11/22/2023,60731.84,0.14,8502.4576,8000,8000,,,,TRUE,FALSE,,
THERMO FISHER SCIENTIFIC,1003851907,133228951,42638814,pa,8/18/2022,8/17/2023,82201.6,0.14,11508.224,8000,8000,,,,FALSE,,,
"TJX COMPANIES, INC.",1003992076,260299341,42638814,pa,12/1/2022,11/30/2023,90838.94,0.14,12717.4516,8000,8000,,,,TRUE,FALSE,,
TMS INTL LLC,1003850338,133941719,42638814,pa,12/1/2022,11/30/2023,36774.4,0.14,5148.416,8000,5148.416,,,,TRUE,FALSE,,
TRACTOR SUPPLY CO.,1003850640,134576877,42638814,pa,1/1/2022,12/31/2022,29166,0.14,4083.24,8000,4083.24,,,,FALSE,,,
TRANSCANADA PIPELINES LIMITED,1003849794,260614552,43060271,pa,12/29/2022,11/30/2023,215086,0.26,55922.36,30000,30000,,,,TRUE,FALSE,,
"TRANSCONTINENTAL, INC.",1004651759,134664695,42638814,pa,6/1/2022,5/31/2023,46800,0.14,6552,8000,6552,,,,FALSE,,,
TRILLIUM FLOW TECHNOLOGIES,1005435547,134388567,42638816,pa,3/19/2022,3/18/2023,31975,0.14,4476.5,8000,4476.5,,,,FALSE,,,
TRIMEDX HOLDINGS,1005723083,137039253,42638814,pa,12/23/2022,3/31/2023,31518.38,0.14,4412.5732,8000,4412.5732,,,,TRUE,TRUE,,
TSG DEVELOPMENTS INVESTMENTS INC,1004057592,135089311,42638814,pa,6/29/2022,6/28/2023,38110,0.14,5335.4,8000,5335.4,,,,FALSE,,,
"UCB, INC.",1003851580,131960281,42638814,pa,2/1/2022,1/31/2023,21632,0.14,3028.48,8000,3028.48,,,,FALSE,,,
"UKG, INC.",1003851420,136329985,42638814,pa,9/1/2022,8/31/2023,104505.81,0.14,14630.8134,8000,8000,,,,FALSE,,,
UL LLC,1003872794,135779138,42638815,pa,12/1/2022,11/30/2023,174308.93,0.24,41834.1432,30000,30000,,,,TRUE,FALSE,,
"UNIFI MANUFACTURING, INC.",1004879539,130722996,42638816,pa,7/29/2022,7/28/2023,34870.78,0.14,4881.9092,8000,4881.9092,,,,FALSE,,,
UNIFRAX I LLC,1003853895,135041528,42638814,pa,1/1/2022,12/31/2022,76500,0.14,10710,8000,8000,,,,FALSE,,,
"UNITED HEALTHCARE SERVICES, INC.",1004607972,135007763,42927361,pa,1/1/2022,12/31/2022,1187141.28,0.26,308656.7328,30000,30000,,,,FALSE,,,
UNIV OF KANSAS,1005516706,260103402,42638816,pa,9/6/2022,9/5/2023,3500,0.14,490,8000,490,,,,FALSE,,,
UPMC,1003851080,260580779,42638814,pa,8/1/2022,7/31/2023,58960.88,0.14,8254.5232,8000,8000,,,,FALSE,,,
VARSITY BRANDS,1005605286,135209482,42638814,pa,7/30/2022,7/29/2023,52650,0.14,7371,8000,7371,,,,FALSE,,,
VECTRUS,1004908844,134085972,42638814,pa,12/15/2022,12/14/2023,38250,0.14,5355,8000,5355,TRUE,,,TRUE,FALSE,,
VENETIAN LAS VEGAS GAMING LLC,1005594815,260577174,42638814,pa,9/1/2022,8/31/2023,32550,0.14,4557,8000,4557,,,,FALSE,,FALSE,TRUE
"VERISIGN, INC.",1004026957,134724864,42638814,pa,6/4/2022,6/3/2023,62400,0.14,8736,8000,8000,,,,FALSE,,,
VERTEX INC,1005450048,132648979,42638816,pa,12/1/2022,11/30/2023,38937.6,0.14,5451.264,8000,5451.264,,,,TRUE,FALSE,,
VERTIV CORPORATION,1004896632,136167632,42638813,pa,3/2/2022,3/1/2023,126500,0.1,12650,8000,8000,,,,FALSE,,,
VONTIER BUSINESS SERVICES LLC,1005508545,133242007,42638814,pa,9/1/2022,8/31/2023,80038.4,0.14,11205.376,8000,8000,,,,FALSE,,,
VOYA SERVICES COMPANY,1003851285,260195217,42638816,pa,10/27/2022,10/26/2023,75000,0.14,10500,8000,8000,,,,TRUE,TRUE,,
VSE CORP,1005283931,132934313,42638814,pa,12/1/2022,11/30/2023,39000,0.14,5460,8000,5460,,,,TRUE,FALSE,,
WARNER MUSIC GROUP CORP,1003850256,131958776,42638814,pa,2/1/2022,1/31/2023,265500,0.14,37170,8000,8000,,,,FALSE,,,
WELLPATH,1005411214,132069711,42638814,pa,12/20/2022,12/19/2023,35995.65,0.14,5039.391,8000,5039.391,TRUE,,,TRUE,FALSE,,
"WESCO DISTRIBUTION, INC.",1003851454,132378682,42638814,pa,12/1/2022,11/30/2023,76000,0.14,10640,8000,8000,,,,TRUE,FALSE,,
"WEST PHARMACEUTICAL SERVICES, INC.",1003850059,131941785,42638814,pa,12/1/2022,11/30/2023,96910,0.14,13567.4,8000,8000,,,,TRUE,FALSE,,
