Client,SP Customer Number,Contract Number,Material Code,PCKG,Contract Start Date,Contract End Date,$ ACV,% ACV Subject to Royalty,$ Calc Royalty Base,$ Max Royalty Base,$ Actual Royalty Base,Ending Within 1 Month,Ending Within 2 Months,Ending Within 3 Months,Billed This Quarter,Is First Billing,Late New,Late Renewal
CROSSAMERICA PARTNERS LP,1005438067,132437718,42638814,pa,01/01/2022,12/31/2022,48802.0,0.14,6832.280000000001,8000.0,6832.280000000001,,,,True,False,,
"CSC HOLDINGS, LLC",1003850055,132078094,42638816,pa,01/01/2022,12/31/2022,67373.28,0.14,9432.2592,8000.0,8000.0,,,,True,False,,
CSW INDUSTRIALS INC,1005574196,134353818,42638816,pa,02/28/2022,02/27/2023,24224.72,0.14,3391.4608000000003,8000.0,3391.4608000000003,,,,True,False,,
CUMMINS INC.,1003850081,135787847,42927363,pa,12/01/2021,11/30/2022,184866.0,0.26,48065.16,30000.0,30000.0,,,,False,,,
"CURIA GLOBAL, INC.",1005491606,135382231,42638814,pa,09/01/2021,08/31/2022,39000.0,0.14,5460.000000000001,8000.0,5460.000000000001,,,,False,,,
CYXTERA TECH INC,1005400293,131853224,42638816,pa,11/04/2021,11/03/2022,41100.8,0.14,5754.112000000001,8000.0,5754.112000000001,,,,False,,,
DASSAULT SYSTEMES AMERICAS CORP,1003874776,133150934,42638814,pa,12/01/2021,11/30/2022,65405.0,0.14,9156.7,8000.0,8000.0,,,,False,,,
DEERE & COMPANY,1003850742,134526187,42638814,pa,04/21/2021,04/20/2022,0.0,0.14,0.0,8000.0,0.0,,,,False,,,
"DELEK US HOLDINGS, INC.",1004731305,135680927,42638814,pa,11/01/2021,11/30/2022,47461.26,0.14,6644.576400000001,8000.0,6644.576400000001,,,,False,,,
DFS CORPORATE SVCS LLC,1003852631,135416504,42638813,pa,07/22/2021,07/21/2022,79820.0,0.1,7982.0,8000.0,7982.0,,,,False,,,
"DICK'S SPORTING GOODS, INC.",1003851724,133321725,42638814,pa,09/25/2021,09/24/2022,20280.0,0.14,2839.2000000000003,8000.0,2839.2000000000003,,,,False,,,
DISCORD INC,1005659081,135847979,42638816,pa,12/13/2021,12/12/2022,23440.0,0.14,3281.6000000000004,8000.0,3281.6000000000004,,,,False,,,
"DISNEY FINANCIAL SERVICES, LLC",1003849882,134344252,42781792,pa,10/01/2021,09/30/2022,477795.72,0.26,124226.8872,30000.0,30000.0,,,,False,,,
"DNV GL USA, INC.",1004681829,134596446,42638814,pa,05/04/2021,05/03/2022,10000.0,0.14,1400.0000000000002,8000.0,1400.0000000000002,,,,False,,,
DREW MARINE PARENT LLC,1005399505,131810007,42638816,pa,11/01/2021,10/31/2022,27612.0,0.14,3865.6800000000003,8000.0,3865.6800000000003,,,,False,,,
DXC TECHNOLOGY SERVICES LLC,1004633265,132092491,42638815,pa,04/01/2021,03/31/2022,437571.68,0.24,105017.20319999999,30000.0,30000.0,,,,False,,,
DYNATA LLC,1005595101,134703365,42638814,pa,07/01/2021,06/30/2022,55000.0,0.14,7700.000000000001,8000.0,7700.000000000001,,,,False,,,
E*TRADE FINANCIAL CORPORATION,1003852144,132187314,42638813,pa,01/20/2022,01/19/2023,110250.0,0.1,11025.0,8000.0,8000.0,,,,True,False,,
ELLIOTT COMPANY,1003850037,133515440,42638813,pa,01/01/2022,12/31/2022,86250.0,0.1,8625.0,8000.0,8000.0,,,,True,False,,
EMCOR GROUP INC.,1003850452,135458463,42638814,pa,10/01/2021,09/30/2022,56250.0,0.14,7875.000000000001,8000.0,7875.000000000001,,,,False,,,
EMERGENT BIOSOLUTIONS INC.,1004302229,133479617,42638814,pa,07/06/2021,07/05/2022,86250.0,0.14,12075.000000000002,8000.0,8000.0,,,,False,,,
"ENTERGY SERVICES, INC.",1004610620,134975392,42927363,pa,12/01/2021,11/30/2022,173056.0,0.26,44994.560000000005,30000.0,30000.0,,,,False,,,
EQT CORPORATION,1003852155,133522885,42638814,pa,12/01/2021,11/30/2022,59280.0,0.14,8299.2,8000.0,8000.0,,,,False,,,
EVONIK DEGUSSA CORPORATION,1003851198,133997576,42638814,pa,12/01/2021,11/30/2022,55224.0,0.14,7731.360000000001,8000.0,7731.360000000001,,,,False,,,
FINANCE OF AMERICA HOLDINGS LLC,1005666101,135781997,42638816,pa,11/30/2021,11/29/2022,0.0,0.14,0.0,8000.0,0.0,,,,False,,,
FINANCE OF AMERICA HOLDINGS LLC,1005666101,135781997,42638816,pa,01/01/2022,12/31/2022,20510.0,0.14,2871.4,8000.0,2871.4,,,,True,True,,
FIRST INTERSTATE BANK,1003853476,132208734,42638816,pa,02/28/2022,02/27/2023,41574.98,0.14,5820.497200000001,8000.0,5820.497200000001,,,,True,False,,
FIRST NATIONAL BANK OF OMAHA,1003846737,134016335,42638816,pa,12/21/2021,12/20/2022,41600.0,0.14,5824.000000000001,8000.0,5824.000000000001,,,,False,,,
FLOOR AND DECOR OUTLETS OF AMERICA,1004855866,131225851,42638816,pa,12/01/2021,11/30/2022,25403.04,0.14,3556.4256000000005,8000.0,3556.4256000000005,,,,False,,,
FOX FACTORY INC,1005325747,131315333,42638816,pa,07/24/2021,07/23/2022,35391.03,0.14,4954.7442,8000.0,4954.7442,,,,False,,,
FRANKLIN TEMPLETON COMPANIES LLC,1003849496,134239871,42781791,pa,09/01/2021,08/31/2022,650000.0,0.26,169000.0,30000.0,30000.0,,,,False,,,
FREEPORT-MCMORAN INC,1003851874,132911120,42638813,pa,07/15/2021,07/14/2022,69680.0,0.1,6968.0,8000.0,6968.0,,,,False,,,
FRONTDOOR INC,1005504478,133153210,42638814,pa,08/01/2021,07/31/2022,33280.0,0.14,4659.200000000001,8000.0,4659.200000000001,,,,False,,,
"FTI CONSULTING, INC.",1004288403,134569231,42638814,pa,05/01/2021,04/30/2022,54250.0,0.14,7595.000000000001,8000.0,7595.000000000001,,,,False,,,
FUTUREFUEL CHEMICAL COMPANY,1003849754,132077695,42638816,pa,01/01/2022,12/31/2022,21632.0,0.14,3028.4800000000005,8000.0,3028.4800000000005,,,,True,False,,
GARRET MOTION INC,1005537288,133617971,42638814,pa,11/03/2021,11/02/2022,57200.0,0.14,8008.000000000001,8000.0,8000.0,,,,False,,,
GAVILON AGRICULTURE INVESTMENT INC,1005380058,131424970,42638816,pa,08/19/2021,08/18/2022,40695.2,0.14,5697.328,8000.0,5697.328,,,,False,,,
GENESEE & WYOMING RAILROAD SERVICES,1003851176,135007281,42927361,pa,12/01/2021,11/30/2022,283920.0,0.26,73819.2,30000.0,30000.0,,,,False,,,
GERDAU AMERISTEEL,1004248814,132347002,42638814,pa,12/01/2021,11/30/2022,34424.0,0.14,4819.360000000001,8000.0,4819.360000000001,,,,False,,,
GIBRALTAR INDUSTRIES,1003852190,135521340,42638814,pa,12/01/2021,11/30/2022,19572.63,0.14,2740.1682000000005,8000.0,2740.1682000000005,,,,False,,,
"GIBSON BRANDS, INC.",1004016028,131244917,42638816,pa,07/02/2021,07/01/2022,34611.2,0.14,4845.568,8000.0,4845.568,,,,False,,,
GLATFELTER CORPORATION,1003852193,134261542,42638814,pa,04/21/2021,04/20/2022,30000.0,0.14,4200.0,8000.0,4200.0,,,,False,,,
GOAT,1005597775,135054305,42638816,pa,05/27/2021,05/26/2022,20510.0,0.14,2871.4,8000.0,2871.4,,,,False,,,
"GOOGLE, INC.",1003849604,135913024,42927363,pa,12/28/2021,11/30/2022,648960.0,0.26,168729.6,30000.0,30000.0,,,,False,,,
"H & R BLOCK MANAGEMENT, LLC.",1003849326,135575165,42638815,pa,10/15/2021,10/14/2022,94108.6,0.24,22586.064000000002,30000.0,22586.064000000002,,,,False,,,
HEARTLAND EXPRESS SERVICES INC,1005593332,134636199,42638814,pa,01/01/2022,12/31/2022,22875.0,0.14,3202.5000000000005,8000.0,3202.5000000000005,,,,True,False,,
HENRY SCHEIN INC,1003851275,134046908,42638814,pa,07/01/2021,06/30/2022,68000.0,0.14,9520.0,8000.0,8000.0,,,,False,,,
HIKMA PHARMACEUTICALS USA INC,1005259423,134581169,42638814,pa,05/12/2021,05/11/2022,65219.0,0.14,9130.660000000002,8000.0,8000.0,,,,False,,,
"HILL-ROM HOLDINGS, INC.",1003998187,134006426,42638814,pa,01/06/2022,01/05/2023,71315.92,0.14,9984.2288,8000.0,8000.0,,,,True,False,,
HILLTOP HOLDINGS INC.,1004577143,133424700,42638814,pa,12/01/2021,11/30/2022,51896.0,0.14,7265.4400000000005,8000.0,7265.4400000000005,,,,False,,,
HILLTOP HOLDINGS INC.,1004577143,134975145,42927363,pa,12/01/2021,11/30/2022,111519.2,0.26,28994.992000000002,30000.0,28994.992000000002,,,,False,,,
"HOLOGIC, INC.",1004715164,133259286,42638813,pa,12/02/2021,12/01/2022,131688.0,0.1,13168.800000000001,8000.0,8000.0,,,,False,,,
"HORIZON THERAPEUTICS USA, INC.",1004938811,133001931,42638813,pa,11/09/2021,11/08/2022,112216.0,0.1,11221.6,8000.0,8000.0,,,,False,,,
"HUNTER DOUGLAS, INC.",1003849377,131973629,42638814,pa,01/01/2022,12/31/2022,47492.64,0.14,6648.9696,8000.0,6648.9696,,,,True,False,,
HUSKY OIL OPERATIONS LIMITED,1003869635,135021440,42638814,pa,07/01/2021,06/30/2022,13481.0,0.14,1887.3400000000001,8000.0,1887.3400000000001,,,,False,,,
"IKEA NORTH AMERICA SERVICES, LLC -",1003853257,135687410,42638814,pa,08/01/2021,07/31/2022,43919.2,0.14,6148.688,8000.0,6148.688,,,,False,,,
INDEED INC,1005414866,132124894,42638814,pa,01/01/2022,12/31/2022,43264.0,0.14,6056.960000000001,8000.0,6056.960000000001,,,,True,False,,
INEOS US,1003851582,133741649,42638814,pa,01/01/2022,12/31/2022,64870.0,0.14,9081.800000000001,8000.0,8000.0,,,,True,False,,
INFINERA CORPORATION,1003850507,133698487,42638814,pa,12/01/2021,11/30/2022,58500.0,0.14,8190.000000000001,8000.0,8000.0,,,,False,,,
INGERSOLL RAND INC.,1005533008,133541991,42638813,pa,12/01/2021,11/30/2022,80712.0,0.1,8071.200000000001,8000.0,8000.0,,,,False,,,
INSIGHT GLOBAL INC,1005675710,135917662,42638816,pa,12/05/2021,12/04/2022,21975.0,0.14,3076.5000000000005,8000.0,3076.5000000000005,,,,False,,,
INTERNAL - NAIMA SIMS PS TEST,1005430597,132315993,42638815,pa,03/09/2022,03/08/2023,0.0,0.24,0.0,30000.0,0.0,,,,False,,,
INTERNATIONAL PAPER COMPANY,1003851648,135129934,42638814,pa,09/01/2021,08/31/2022,53850.0,0.14,7539.000000000001,8000.0,7539.000000000001,,,,False,,,
INTERNATIONAL PAPER COMPANY,1003851648,135129934,42638814,pa,07/01/2021,06/30/2022,0.0,0.14,0.0,8000.0,0.0,,,,False,,,
INTL FLAVORS AND FRAGRANCES,1004105176,134013451,42638814,pa,01/01/2022,12/31/2022,250000.0,0.14,35000.0,8000.0,8000.0,,,,True,False,,
INTL FLAVORS AND FRAGRANCES,1004105176,130595005,42638814,pa,04/01/2021,03/31/2022,193606.4,0.14,27104.896,8000.0,8000.0,,,,False,,,
IQVIA INC,1004253755,135008309,42927361,pa,12/01/2021,11/30/2022,419702.4,0.26,109122.62400000001,30000.0,30000.0,,,,False,,,
"IRIDIUM SATELLITE, LLC",1004437273,135004982,42638814,pa,01/01/2022,12/31/2022,66250.0,0.14,9275.0,8000.0,8000.0,,,,True,True,,
IROBOT CORPORATION,1003854846,136033201,42638813,pa,09/01/2021,08/31/2022,10400.0,0.1,1040.0,8000.0,1040.0,,,,False,,True,False
ITOCHU INTERNATIONAL INC.,1003849755,133107670,42638814,pa,04/01/2021,03/31/2022,91192.0,0.14,12766.880000000001,8000.0,8000.0,,,,False,,,
JAS WORLDWIDE MGMT INC,1005536715,133601861,42638816,pa,02/01/2022,01/31/2023,39825.0,0.14,5575.500000000001,8000.0,5575.500000000001,,,,True,False,,
KEYSIGHT TECHNOLOGIES,1004695445,133509926,42638813,pa,11/01/2021,10/31/2022,76500.0,0.1,7650.0,8000.0,7650.0,,,,False,,,
KIRBY CORP,1005316477,130967802,42638814,pa,01/01/2022,12/31/2022,32803.06,0.14,4592.4284,8000.0,4592.4284,,,,True,False,,
KNORR BRAKE HOLDING CORPORATION,1003852075,133034004,42638814,pa,07/19/2021,07/18/2022,46280.0,0.14,6479.200000000001,8000.0,6479.200000000001,,,,False,,,
KONICA MINOLTA BUSINESS SOLUTIONS,1003849811,132230549,42638814,pa,04/01/2021,03/31/2022,58240.0,0.14,8153.6,8000.0,8000.0,,,,False,,,
L.B. FOSTER COMPANY,1003850561,131474099,42638816,pa,08/11/2021,08/10/2022,20009.6,0.14,2801.344,8000.0,2801.344,,,,False,,,
LABORIE MED TECHNOLOGIES CORP,1005645918,135402925,42638816,pa,09/29/2021,09/28/2022,28910.0,0.14,4047.4000000000005,8000.0,4047.4000000000005,,,,False,,,
LAM RESEARCH CORPORATION,1004998660,135077119,42864734,pa,05/01/2021,04/30/2022,198393.0,0.16,31742.88,30000.0,30000.0,,,,False,,,
"LIFE FITNESS, LLC",1005302448,132367782,42638814,pa,04/01/2021,03/31/2022,0.0,0.14,0.0,8000.0,0.0,,,,False,,,
LINCOLN ELECTRIC COMPANY,1003851592,135324674,42638813,pa,08/29/2021,08/28/2022,78500.0,0.1,7850.0,8000.0,7850.0,,,,False,,,
LINDSAY CORPORATION,1004340720,131941417,42638816,pa,11/28/2021,11/27/2022,44179.2,0.14,6185.088,8000.0,6185.088,,,,False,,,
LIONBRIDGE TECHNOLOGIES INC,1004033988,131947375,42638816,pa,01/01/2022,12/31/2022,46250.1,0.14,6475.014,8000.0,6475.014,,,,True,False,,
LKQ CORPORATION,1003852260,134971174,42927361,pa,12/01/2021,11/30/2022,191627.28,0.26,49823.0928,30000.0,30000.0,,,,False,,,
LOUISIANA PACIFIC CORPORATION,1003851379,131840677,42638814,pa,11/01/2021,10/31/2022,41100.8,0.14,5754.112000000001,8000.0,5754.112000000001,,,,False,,,
LUXOTTICA OF AMERICA INC,1003850496,135677445,42638814,pa,11/25/2021,11/24/2022,34263.0,0.14,4796.820000000001,8000.0,4796.820000000001,,,,False,,,
LVMH MOET HENNESSY LOUIS VUITTON,1003849382,134968845,42927363,pa,12/01/2021,11/30/2022,173130.63,0.26,45013.963800000005,30000.0,30000.0,,,,False,,,
MACQUARIE GLOBAL SERVICES (USA) LLC,1003851055,134632357,42781792,pa,04/01/2021,03/31/2022,240271.0,0.26,62470.46,30000.0,30000.0,,,,False,,,
MACQUARIE GLOBAL SERVICES (USA) LLC,1003851055,134632358,42638815,pa,04/01/2021,03/31/2022,86583.0,0.24,20779.92,30000.0,20779.92,,,,False,,,
MACQUARIE GLOBAL SERVICES (USA) LLC,1003851055,134632358,42638815,pa,08/04/2021,08/03/2022,0.0,0.24,0.0,30000.0,0.0,,,,False,,,
"MAHLE INDUSTRIES, INC",1005021504,135646365,42638814,pa,01/01/2022,12/31/2022,52643.64,0.14,7370.109600000001,8000.0,7370.109600000001,,,,True,True,,
MALLINCKRODT LLC,1004437251,132001936,42638814,pa,09/01/2021,08/31/2022,86727.56,0.14,12141.858400000001,8000.0,8000.0,,,,False,,,
MARLETTE FUNDING LLC,1005603215,134775818,42638816,pa,05/27/2021,05/26/2022,26300.0,0.14,3682.0000000000005,8000.0,3682.0000000000005,,,,False,,,
MARRIOTT VACATIONS WORLDWIDE CORP,1005410467,132033874,42638815,pa,12/18/2021,12/17/2022,80379.1,0.24,19290.984,30000.0,19290.984,,,,False,,,
MARS INFORMATION SERVICES INC,1003999848,135788250,42927361,pa,12/01/2021,11/30/2022,1006666.67,0.26,261733.3342,30000.0,30000.0,,,,False,,,
MARTIN MARIETTA,1003851505,134970810,42927361,pa,12/01/2021,12/31/2022,184080.0,0.26,47860.8,30000.0,30000.0,,,,False,,,
MARUBENI AMERICA CORPORATION,1003849451,134969021,42927363,pa,12/01/2021,11/30/2022,98144.38,0.26,25517.538800000002,30000.0,25517.538800000002,,,,False,,,
MASCO CORPORATION,1004073194,135584069,42638814,pa,03/01/2022,02/28/2023,45000.0,0.14,6300.000000000001,8000.0,6300.000000000001,,,,True,False,,
MATCH GROUP LLC,1005493603,132976092,42638814,pa,06/25/2021,06/24/2022,68620.24,0.14,9606.833600000002,8000.0,8000.0,,,,False,,,
MATERION CORPORATION,1003852649,135240792,42638814,pa,06/01/2021,05/31/2022,0.0,0.14,0.0,8000.0,0.0,,,,False,,,
MATTHEWS INTERNATIONAL CORPORATION,1004586840,135144452,42638814,pa,05/17/2021,05/16/2022,40500.0,0.14,5670.000000000001,8000.0,5670.000000000001,,,,False,,,
MAXAR TECHNOLOGIES HOLDINGS INC,1004638714,134109120,42638814,pa,12/01/2021,11/30/2022,45000.0,0.14,6300.000000000001,8000.0,6300.000000000001,,,,False,,,
"MAXIMUS, INC.",1004628837,131475924,42638814,pa,09/01/2021,08/31/2022,54080.0,0.14,7571.200000000001,8000.0,7571.200000000001,,,,False,,,
"MCDERMOTT,INC.",1003974646,134972692,42927361,pa,12/01/2021,11/30/2022,294896.16,0.26,76673.00159999999,30000.0,30000.0,,,,False,,,
MCDONALD'S CORPORATION,1003850032,132077501,42638814,pa,01/01/2022,12/31/2022,240066.53,0.14,33609.3142,8000.0,8000.0,,,,True,False,,
MELTWATER,1005602517,134773646,42638816,pa,06/01/2021,05/31/2022,59861.25,0.14,8380.575,8000.0,8000.0,,,,False,,,
"MERCK, SHARP & DOHME CORP.",1003852286,132698586,42638814,pa,05/30/2021,05/29/2022,269850.0,0.14,37779.0,8000.0,8000.0,,,,False,,,
"MISTRAS GROUP, INC.",1004712703,131882205,42638816,pa,11/18/2021,11/17/2022,35067.24,0.14,4909.4136,8000.0,4909.4136,,,,False,,,
"NBCUNIVERSAL MEDIA, LLC",1003852306,134689588,42638814,pa,06/02/2021,06/01/2022,140000.0,0.14,19600.000000000004,8000.0,8000.0,,,,False,,,
NEENAH PAPER INC,1003953810,133965187,42638814,pa,05/01/2021,04/30/2022,69000.0,0.14,9660.000000000002,8000.0,8000.0,,,,False,,,
"NEP BROADCASTING, LLC",1004967749,135963979,42638816,pa,01/11/2022,01/10/2023,41375.0,0.14,5792.500000000001,8000.0,5792.500000000001,,,,True,True,,
NEWELL BRANDS,1003849211,131953475,42638814,pa,12/01/2021,11/30/2022,0.0,0.14,0.0,8000.0,0.0,,,,False,,,
NEWELL BRANDS,1004924588,131982446,42638814,pa,12/01/2021,11/30/2022,211204.19,0.14,29568.586600000002,8000.0,8000.0,,,,False,,,
NOVANTA CORP,1005543230,133789180,42638816,pa,06/01/2021,05/31/2022,60000.0,0.14,8400.0,8000.0,8000.0,,,,False,,,
"OLD DOMINION FREIGHT LINE, INC",1003852678,132109746,42638814,pa,01/01/2022,12/31/2022,22713.6,0.14,3179.904,8000.0,3179.904,,,,True,False,,
"ORION GROUP HOLDINGS, INC.",1005322396,131244541,42638816,pa,07/01/2021,06/30/2022,34611.2,0.14,4845.568,8000.0,4845.568,,,,False,,,
OUTBRAIN INC,1005666124,135777329,42638814,pa,12/01/2021,11/30/2022,60600.0,0.14,8484.0,8000.0,8000.0,,,,False,,,
"OWENS & MINOR MEDICAL, INC",1004316830,132089945,42638814,pa,12/30/2021,12/29/2022,77610.0,0.14,10865.400000000001,8000.0,8000.0,,,,False,,,
OXFORD IMMUNOTEC GLOBAL PLC,1005380930,131439509,42638816,pa,08/23/2021,08/22/2022,23795.2,0.14,3331.3280000000004,8000.0,3331.3280000000004,,,,False,,,
"OZARK SERVICES, INC.",1003972759,134233252,42638814,pa,02/03/2022,02/02/2023,54600.0,0.14,7644.000000000001,8000.0,7644.000000000001,,,,True,False,,
"PACIFIC ARCHITECTS & ENGINEERS, INC",1004721956,135108643,42638814,pa,08/01/2021,07/31/2022,76250.0,0.14,10675.000000000002,8000.0,8000.0,,,,False,,,
PARKER HANNIFIN CORP,1005412624,132930639,42781791,pa,07/01/2021,06/30/2022,258250.0,0.26,67145.0,30000.0,30000.0,,,,False,,,
"PEARSON EDUCATION, INC",1003851234,132071562,42638814,pa,05/01/2021,04/30/2022,91959.92,0.14,12874.3888,8000.0,8000.0,,,,False,,,
PEKIN INSURANCE COMPANY,1003996778,134013488,42638814,pa,12/18/2021,12/17/2022,33280.0,0.14,4659.200000000001,8000.0,4659.200000000001,,,,False,,,
PHOENIX PARENT HOLDINGS INC,1005449173,132638242,42638814,pa,05/12/2021,05/11/2022,46800.0,0.14,6552.000000000001,8000.0,6552.000000000001,,,,False,,,
"PNC BANK, NATIONAL ASSOCIATION",1004014457,135442006,42638814,pa,09/27/2021,09/26/2022,108120.0,0.14,15136.800000000001,8000.0,8000.0,,,,False,,,
PPL SERVICES CORPORATION,1003850730,134970174,42927363,pa,12/01/2021,11/30/2022,179588.45,0.26,46692.997,30000.0,30000.0,,,,False,,,
PRECISION MED GRP,1005615778,135400610,42638816,pa,08/18/2021,08/17/2022,40840.0,0.14,5717.6,8000.0,5717.6,,,,False,,,
PRIMORIS SVCS CORP,1005541263,133734024,42638814,pa,11/18/2021,11/17/2022,42484.0,0.14,5947.76,8000.0,5947.76,,,,False,,,
QUAKER CHEMICAL CORPORATION,1003852097,132877596,42638813,pa,05/28/2021,05/27/2022,104000.0,0.1,10400.0,8000.0,8000.0,,,,False,,,
RAILWORKS CORPORATION,1004975676,133877155,42638814,pa,01/01/2022,12/31/2022,58448.0,0.14,8182.720000000001,8000.0,8000.0,,,,True,False,,
"RAMBOLL HOLDINGS, INC.",1003850137,133697091,42638814,pa,10/01/2021,09/30/2022,37600.0,0.14,5264.000000000001,8000.0,5264.000000000001,,,,False,,,
"RETAIL FINANCE INT'L HOLDINGS, INC",1004677224,135493841,42927361,pa,12/01/2021,11/30/2022,399048.0,0.26,103752.48000000001,30000.0,30000.0,,,,False,,,
RHEEM MANUFACTURING COMPANY,1003849729,134969173,42927363,pa,12/01/2021,11/30/2022,43011.0,0.26,11182.86,30000.0,11182.86,,,,False,,,
RHEEM MANUFACTURING COMPANY,1003849729,133601609,42638814,pa,03/01/2022,02/28/2023,51507.0,0.14,7210.9800000000005,8000.0,7210.9800000000005,,,,True,False,,
RHEEM MANUFACTURING COMPANY,1003849729,134969172,42927367,pa,12/01/2021,11/30/2022,80712.0,0.26,20985.12,30000.0,20985.12,,,,False,,,
ROKU INC.,1005571915,134319695,42638814,pa,02/22/2022,02/21/2023,36504.0,0.14,5110.56,8000.0,5110.56,,,,True,False,,
S&P GLOBAL INC.,1003850011,131968418,42638815,pa,12/01/2021,11/30/2022,188600.56,0.24,45264.134399999995,30000.0,30000.0,,,,False,,,
SALLY HOLDINGS LLC,1004004369,132147869,42638818,pa,01/01/2022,12/31/2022,60569.6,0.1,6056.96,8000.0,6056.96,,,,True,False,,
SCHOLASTIC CORPORATION,1004128293,134655536,42638815,pa,04/01/2021,03/31/2022,114400.0,0.24,27456.0,30000.0,27456.0,,,,False,,,
"SECURIAN FINANCIAL GROUP, INC.",1004017056,135193489,42638814,pa,09/01/2021,08/31/2022,119000.0,0.14,16660.0,8000.0,8000.0,,,,False,,,
SEDGWICK CLAIMS MANAGEMENT SERVICES,1004890660,135018310,42638814,pa,06/14/2021,06/13/2022,49613.0,0.14,6945.820000000001,8000.0,6945.820000000001,,,,False,,,
"SENSATA TECHNOLOGIES, INC.",1003993827,136196262,42638814,pa,03/11/2022,03/10/2023,74113.56,0.14,10375.8984,8000.0,8000.0,,,,True,True,,
SERVICENOW,1005307668,133076895,42638814,pa,07/22/2021,07/21/2022,57937.5,0.14,8111.250000000001,8000.0,8000.0,,,,False,,,
"SHUTTERSTOCK, INC.",1004024325,130854187,42638816,pa,05/17/2021,05/16/2022,59488.0,0.14,8328.320000000002,8000.0,8000.0,,,,False,,,
SOLENIS LLC,1004717827,134538116,42638814,pa,04/23/2021,04/22/2022,86490.0,0.14,12108.6,8000.0,8000.0,,,,False,,,
SOUTH JERSEY INDUSTRIES,1005518610,133348774,42638816,pa,08/31/2021,08/30/2022,56250.0,0.14,7875.000000000001,8000.0,7875.000000000001,,,,False,,,
SPIRIT AEROSYSTEMS,1003851893,132099045,42638814,pa,02/01/2022,01/31/2023,43155.84,0.14,6041.8176,8000.0,6041.8176,,,,True,False,,
SPX FLOW INC,1004871744,132556199,42638814,pa,01/01/2022,12/31/2022,109200.0,0.14,15288.000000000002,8000.0,8000.0,,,,True,False,,
STAFFMARK,1005411847,132083937,42638816,pa,12/24/2021,12/23/2022,33932.82,0.14,4750.594800000001,8000.0,4750.594800000001,,,,False,,,
STATE STREET CORPORATION,1003849225,134162910,42638814,pa,02/23/2022,02/22/2023,102302.46,0.14,14322.344400000002,8000.0,8000.0,,,,True,False,,
STEEL SERVICES LTD.,1003849711,130848681,42638814,pa,05/15/2021,05/14/2022,86528.0,0.14,12113.920000000002,8000.0,8000.0,,,,False,,,
"STEFANINI, INC.",1003850796,136242079,42638816,pa,03/31/2022,11/30/2022,45274.79,0.14,6338.470600000001,8000.0,6338.470600000001,,,,True,True,,
"STERLING, INC.",1003851391,135951483,42638814,pa,10/01/2021,09/30/2022,21758.27,0.14,3046.1578000000004,8000.0,3046.1578000000004,,,,False,,True,False
SUMITOMO CORP,1005411657,132079161,42638814,pa,04/01/2021,03/31/2022,104000.0,0.14,14560.000000000002,8000.0,8000.0,,,,False,,,
SUNCOKE ENERGY INC,1004842273,132322028,42638814,pa,03/09/2022,03/08/2023,57900.21,0.14,8106.0294,8000.0,8000.0,,,,True,False,,
"SUNRISE SENIOR LIVING MANAGEMENT, I",1003851045,135249171,42638816,pa,08/10/2021,08/09/2022,41496.0,0.14,5809.4400000000005,8000.0,5809.4400000000005,,,,False,,,
SUPERIOR ESSEX INC.,1003852045,131883842,42638814,pa,12/01/2021,11/30/2022,38656.8,0.14,5411.952000000001,8000.0,5411.952000000001,,,,False,,,
SUPERIOR GRP COMPANIES INC,1005669909,135757858,42638816,pa,12/06/2021,12/05/2022,28910.0,0.14,4047.4000000000005,8000.0,4047.4000000000005,,,,False,,,
"SYKES ENTERPRISES, INC.",1003853427,133510208,42638814,pa,12/02/2021,12/01/2022,45427.2,0.14,6359.808,8000.0,6359.808,,,,False,,,
SYSCO CORPORATION,1004884829,135322513,42638814,pa,08/27/2021,08/26/2022,95000.0,0.14,13300.000000000002,8000.0,8000.0,,,,False,,,
SYSTEMAX INC.,1004608941,131500273,42638814,pa,08/30/2021,08/29/2022,52457.6,0.14,7344.064,8000.0,7344.064,,,,False,,,
T-MOBILE USA INC,1003850635,134013901,42638814,pa,12/18/2021,12/17/2022,358198.0,0.14,50147.72,8000.0,8000.0,,,,False,,,
T-MOBILE USA INC,1003850635,134013901,42638814,pa,12/18/2021,12/17/2022,8907.0,0.14,1246.98,8000.0,1246.98,,,,False,,,
T-MOBILE USA INC,1003850635,134970097,42927363,pa,12/01/2021,11/30/2022,138170.0,0.26,35924.200000000004,30000.0,30000.0,,,,False,,,
TAKEDA PHARMACEUTICALS USA INC,1003850551,135301551,42638816,pa,08/26/2021,08/25/2022,93000.0,0.14,13020.000000000002,8000.0,8000.0,,,,False,,,
TALCOTT RESOLUTION LIFE INSURANCE,1005251126,132406668,42638814,pa,04/01/2021,03/31/2022,53560.0,0.14,7498.400000000001,8000.0,7498.400000000001,,,,False,,,
TD AMERITRADE HOLDING CORPORATION,1003851109,131529486,42638814,pa,09/12/2021,09/11/2022,76793.6,0.14,10751.104000000001,8000.0,8000.0,,,,False,,,
TEAM HEALTH,1003850219,132460938,42638814,pa,04/07/2021,04/06/2022,64982.53,0.14,9097.5542,8000.0,8000.0,,,,False,,,
TECH MAHINDRA,1004999276,131197722,42638814,pa,03/11/2022,03/10/2023,0.0,0.14,0.0,8000.0,0.0,,,,False,,,
