Client,SP Customer Number,Contract Number,Material Code,PCKG,Contract Start Date,Contract End Date,$ ACV,% ACV Subject to Royalty,$ Calc Royalty Base,$ Max Royalty Base,$ Actual Royalty Base,Ending Within 1 Month,Ending Within 2 Months,Ending Within 3 Months,Billed This Quarter,Is First Billing,Late New,Late Renewal
FANNIE MAE,1003851244,136704660,42638814,pa,01/01/2022,12/31/2022,116250.0,0.14,16275.000000000002,8000.0,8000.0,,,,False,,,
FINANCE OF AMERICA HOLDINGS LLC,1003851329,135781997,42638816,pa,01/01/2022,12/31/2022,20510.0,0.14,2871.4,8000.0,2871.4,,,,False,,,
FIRST INTERSTATE BANK,1003851379,132208734,42638816,pa,02/28/2022,02/27/2023,41574.98,0.14,5820.497200000001,8000.0,5820.497200000001,,,,False,,,
FIRST NATIONAL BANK OF OMAHA,1003851420,134016335,42638816,pa,12/21/2021,12/20/2022,41600.0,0.14,5824.000000000001,8000.0,5824.000000000001,,,,False,,False,True
FLOOR AND DECOR OUTLETS OF AMERICA,1003851445,131225851,42638816,pa,12/01/2021,11/30/2022,25403.04,0.14,3556.4256000000005,8000.0,3556.4256000000005,,,,False,,False,True
FOX FACTORY INC,1003851476,131315333,42638816,pa,07/24/2021,07/23/2023,36806.67,0.14,5152.9338,8000.0,5152.9338,,,,False,,False,True
FRANKLIN TEMPLETON COMPANIES LLC,1003851580,136111658,42927361,pa,09/01/2022,08/31/2023,650005.2,0.26,169001.35199999998,30000.0,30000.0,,,,True,True,,
FREEPORT-MCMORAN INC,1003851592,132911120,42638813,pa,07/15/2021,11/30/2022,71875.91,0.1,7187.591,8000.0,7187.591,,,,False,,False,True
FRONTDOOR INC,1003851659,133153210,42638814,pa,08/01/2022,07/31/2023,34611.2,0.14,4845.568,8000.0,4845.568,,,,True,False,,
"FTI CONSULTING, INC.",1003851724,134569231,42638814,pa,05/01/2022,04/30/2023,56420.0,0.14,7898.800000000001,8000.0,7898.800000000001,,,,False,,,
FUTUREFUEL CHEMICAL COMPANY,1003851778,132077695,42638816,pa,01/01/2022,12/31/2022,21632.0,0.14,3028.4800000000005,8000.0,3028.4800000000005,,,,False,,,
GARRET MOTION INC,1003851889,133617971,42638814,pa,11/03/2021,11/02/2022,57200.0,0.14,8008.000000000001,8000.0,8000.0,,,,False,,False,True
GAVILON AGRICULTURE INVESTMENT INC,1003851893,137013402,42638816,pa,08/19/2021,08/18/2023,42729.96,0.14,5982.1944,8000.0,5982.1944,,,,False,,False,True
GENESEE & WYOMING RAILROAD SERVICES,1003851907,135007281,42927361,pa,12/01/2021,11/30/2022,283920.0,0.26,73819.2,30000.0,30000.0,,,,False,,False,True
GERDAU AMERISTEEL,1003851967,132347002,42638814,pa,12/01/2021,11/30/2022,34424.0,0.14,4819.360000000001,8000.0,4819.360000000001,,,,False,,False,True
GERMAN AMERICAN BANCORP,1003852045,260136410,42638816,pa,09/06/2022,09/05/2023,31040.0,0.14,4345.6,8000.0,4345.6,,,,True,True,,
GIBRALTAR INDUSTRIES,1003852075,135521340,42638814,pa,12/01/2021,11/30/2022,19572.63,0.14,2740.1682000000005,8000.0,2740.1682000000005,,,,False,,False,True
"GIBSON BRANDS, INC.",1003852097,131244917,42638816,pa,07/02/2021,07/01/2023,35995.65,0.14,5039.3910000000005,8000.0,5039.3910000000005,,,,False,,False,True
GLATFELTER CORPORATION,1003852144,134261542,42638814,pa,04/21/2022,04/20/2023,31200.0,0.14,4368.0,8000.0,4368.0,,,,False,,,
GLOBAL ATLANTIC FINANCIAL COMPANY,1003852155,136820027,42638814,pa,07/01/2022,06/30/2023,60000.0,0.14,8400.0,8000.0,8000.0,,,,True,True,,
GLOBALIZATION PARTNERS,1003852190,136787356,42638814,pa,08/01/2022,07/31/2023,70250.0,0.14,9835.000000000002,8000.0,8000.0,,,,True,True,,
GOAT,1003852193,135054305,42638816,pa,05/27/2022,05/26/2023,21330.4,0.14,2986.2560000000003,8000.0,2986.2560000000003,,,,False,,,
"GOOGLE, INC.",1003852306,135913024,42927363,pa,12/28/2021,11/30/2022,648960.0,0.26,168729.6,30000.0,30000.0,,,,False,,False,True
"H & R BLOCK MANAGEMENT, LLC.",1003852678,135575165,42638815,pa,10/15/2021,10/14/2022,94108.6,0.24,22586.064000000002,30000.0,22586.064000000002,,,,False,,False,True
HEARTLAND EXPRESS SERVICES INC,1003853194,134636199,42638814,pa,01/01/2022,12/31/2022,22875.0,0.14,3202.5000000000005,8000.0,3202.5000000000005,,,,False,,,
HENRY SCHEIN INC,1003853476,134046908,42638814,pa,07/01/2022,06/30/2023,70720.0,0.14,9900.800000000001,8000.0,8000.0,,,,True,False,,
HIKMA PHARMACEUTICALS USA INC,1003853820,134581169,42638814,pa,05/12/2022,05/11/2023,67827.76,0.14,9495.8864,8000.0,8000.0,,,,False,,,
"HILL-ROM HOLDINGS, INC.",1003853895,134006426,42638814,pa,01/06/2022,01/05/2023,71315.92,0.14,9984.2288,8000.0,8000.0,,,,False,,,
HILLTOP HOLDINGS INC.,1003854091,134975145,42927363,pa,12/01/2021,11/30/2022,111519.2,0.26,28994.992000000002,30000.0,28994.992000000002,,,,False,,False,True
HILLTOP HOLDINGS INC.,1003854846,133424700,42638814,pa,12/01/2021,11/30/2022,51896.0,0.14,7265.4400000000005,8000.0,7265.4400000000005,,,,False,,False,True
"HOLOGIC, INC.",1003869533,133259286,42638813,pa,12/02/2021,12/01/2022,131688.0,0.1,13168.800000000001,8000.0,8000.0,,,,False,,False,True
"HORIZON THERAPEUTICS USA, INC.",1003872794,133001931,42638813,pa,11/09/2021,11/08/2022,112216.0,0.1,11221.6,8000.0,8000.0,,,,False,,False,True
"HUNTER DOUGLAS, INC.",1003874776,131973629,42638814,pa,01/01/2022,12/31/2022,47492.64,0.14,6648.9696,8000.0,6648.9696,,,,False,,,
"IKEA NORTH AMERICA SERVICES, LLC -",1003958366,135687410,42638814,pa,08/01/2022,07/31/2023,45675.97,0.14,6394.635800000001,8000.0,6394.635800000001,,,,True,False,,
INDEED INC,1003992076,132124894,42638814,pa,01/01/2022,12/31/2022,43264.0,0.14,6056.960000000001,8000.0,6056.960000000001,,,,False,,,
INEOS US,1003993827,133741649,42638814,pa,01/01/2022,12/31/2022,64870.0,0.14,9081.800000000001,8000.0,8000.0,,,,False,,,
INFINERA CORPORATION,1003994394,133698487,42638814,pa,12/01/2021,11/30/2022,58500.0,0.14,8190.000000000001,8000.0,8000.0,,,,False,,False,True
INGERSOLL RAND INC.,1003996778,133541991,42638813,pa,12/01/2021,11/30/2022,80712.0,0.1,8071.200000000001,8000.0,8000.0,,,,False,,False,True
INSIGHT GLOBAL INC,1003998187,135917662,42638816,pa,12/05/2021,12/04/2022,21975.0,0.14,3076.5000000000005,8000.0,3076.5000000000005,,,,False,,False,True
INTL FLAVORS AND FRAGRANCES,1004007862,134013451,42638814,pa,01/01/2022,12/31/2022,250000.0,0.14,35000.0,8000.0,8000.0,,,,False,,,
INVESTORS BANK,1004014457,136647017,42638814,pa,05/31/2022,05/30/2023,49000.0,0.14,6860.000000000001,8000.0,6860.000000000001,,,,False,,,
IQVIA INC,1004016028,135008309,42927361,pa,12/01/2021,11/30/2022,419702.4,0.26,109122.62400000001,30000.0,30000.0,,,,False,,False,True
"IRIDIUM SATELLITE, LLC",1004017056,135004982,42638814,pa,01/01/2022,12/31/2022,66250.0,0.14,9275.0,8000.0,8000.0,,,,False,,,
IROBOT CORPORATION,1004026957,136033201,42638813,pa,09/01/2022,08/31/2023,97760.0,0.1,9776.0,8000.0,8000.0,,,,True,False,,
ITOCHU INTERNATIONAL INC.,1004033988,133107670,42638814,pa,04/01/2022,03/31/2023,118647.68,0.14,16610.6752,8000.0,8000.0,,,,False,,,
JAS WORLDWIDE MGMT INC,1004064289,133601861,42638816,pa,02/01/2022,01/31/2023,39825.0,0.14,5575.500000000001,8000.0,5575.500000000001,,,,False,,,
KEYSIGHT TECHNOLOGIES,1004105754,133509926,42638813,pa,11/01/2021,10/31/2022,76500.0,0.1,7650.0,8000.0,7650.0,,,,False,,False,True
KIRBY CORP,1004128293,130967802,42638814,pa,01/01/2022,12/31/2022,32803.06,0.14,4592.4284,8000.0,4592.4284,,,,False,,,
KLA CORPORATION,1004248814,136898989,42939096,pa,07/27/2021,06/30/2023,227500.0,0.26,59150.0,30000.0,30000.0,,,,False,,False,True
KNORR BRAKE HOLDING CORPORATION,1004286492,133034004,42638814,pa,07/19/2022,07/18/2023,48131.2,0.14,6738.368,8000.0,6738.368,,,,True,False,,
KONICA MINOLTA BUSINESS SOLUTIONS,1004288403,132230549,42638814,pa,04/01/2022,03/31/2023,60569.6,0.14,8479.744,8000.0,8000.0,,,,False,,,
L.B. FOSTER COMPANY,1004302229,137001711,42638816,pa,08/11/2021,08/10/2023,21500.0,0.14,3010.0000000000005,8000.0,3010.0000000000005,,,,False,,False,True
LABORIE MED TECHNOLOGIES CORP,1004314870,135402925,42638816,pa,09/29/2022,09/28/2023,30066.4,0.14,4209.296,8000.0,4209.296,,,,True,False,,
LAM RESEARCH CORPORATION,1004316830,135736083,42939096,pa,05/01/2022,04/30/2023,198393.0,0.26,51582.18,30000.0,30000.0,,,,False,,,
LINCOLN ELECTRIC COMPANY,1004345070,135324674,42638813,pa,08/29/2022,08/28/2023,80070.0,0.1,8007.0,8000.0,8000.0,,,,True,False,,
LINDSAY CORPORATION,1004437251,131941417,42638816,pa,11/28/2021,11/27/2022,44179.2,0.14,6185.088,8000.0,6185.088,,,,False,,False,True
LIONBRIDGE TECHNOLOGIES INC,1004437273,131947375,42638816,pa,01/01/2022,12/31/2022,46250.1,0.14,6475.014,8000.0,6475.014,,,,False,,,
LKQ CORPORATION,1004577143,134971174,42927361,pa,12/01/2021,11/30/2022,191627.28,0.26,49823.0928,30000.0,30000.0,,,,False,,False,True
LOUISIANA PACIFIC CORPORATION,1004579788,131840677,42638814,pa,11/01/2021,10/31/2022,41100.8,0.14,5754.112000000001,8000.0,5754.112000000001,,,,False,,False,True
LUXOTTICA OF AMERICA INC,1004586840,135677445,42638814,pa,11/25/2021,11/24/2022,34263.0,0.14,4796.820000000001,8000.0,4796.820000000001,,,,False,,False,True
LVMH MOET HENNESSY LOUIS VUITTON,1004616572,134968845,42927363,pa,12/01/2021,11/30/2022,173130.63,0.26,45013.963800000005,30000.0,30000.0,,,,False,,False,True
MACQUARIE GLOBAL SERVICES (USA) LLC,1004628837,135370318,42927363,pa,04/01/2022,03/31/2023,249881.84,0.26,64969.2784,30000.0,30000.0,,,,False,,,
MACQUARIE GLOBAL SERVICES (USA) LLC,1004633265,134632358,42638815,pa,04/01/2022,03/31/2023,156815.0,0.24,37635.6,30000.0,30000.0,,,,False,,,
"MAHLE INDUSTRIES, INC",1004638714,135646365,42638814,pa,01/01/2022,12/31/2022,52643.64,0.14,7370.109600000001,8000.0,7370.109600000001,,,,False,,,
MALLINCKRODT LLC,1004649858,132001936,42638814,pa,09/01/2022,08/31/2023,90196.66,0.14,12627.532400000002,8000.0,8000.0,,,,True,False,,
MARLETTE FUNDING LLC,1004671500,134775818,42638816,pa,05/27/2022,05/26/2023,27352.0,0.14,3829.28,8000.0,3829.28,,,,False,,,
MARRIOTT VACATIONS WORLDWIDE CORP,1004681829,132033874,42638815,pa,12/18/2021,12/17/2022,80379.1,0.24,19290.984,30000.0,19290.984,,,,False,,False,True
MARS INFORMATION SERVICES INC,1004695445,135788250,42927361,pa,12/01/2021,11/30/2022,1006666.67,0.26,261733.3342,30000.0,30000.0,,,,False,,False,True
MARTIN MARIETTA,1004712703,134970810,42927361,pa,12/01/2021,12/31/2022,184080.0,0.26,47860.8,30000.0,30000.0,,,,False,,False,True
MARUBENI AMERICA CORPORATION,1004715164,134969021,42927363,pa,12/01/2021,11/30/2022,98144.38,0.26,25517.538800000002,30000.0,25517.538800000002,,,,False,,False,True
MASCO CORPORATION,1004717827,135584069,42638814,pa,03/01/2022,02/28/2023,45000.0,0.14,6300.000000000001,8000.0,6300.000000000001,,,,False,,,
MATCH GROUP LLC,1004721956,132976092,42638814,pa,06/25/2022,06/24/2023,71365.05,0.14,9991.107000000002,8000.0,8000.0,,,,False,,,
MATERION CORPORATION,1004731305,135240792,42638814,pa,06/01/2022,05/31/2023,34640.0,0.14,4849.6,8000.0,4849.6,,,,False,,,
MATTHEWS INTERNATIONAL CORPORATION,1004766145,136912751,42638814,pa,05/17/2022,05/16/2023,42525.0,0.14,5953.500000000001,8000.0,5953.500000000001,,,,False,,,
MAXAR TECHNOLOGIES HOLDINGS INC,1004842273,134109120,42638814,pa,12/01/2021,11/30/2022,45000.0,0.14,6300.000000000001,8000.0,6300.000000000001,,,,False,,False,True
"MAXIMUS, INC.",1004855866,136891627,42638814,pa,09/01/2021,08/31/2023,57500.0,0.14,8050.000000000001,8000.0,8000.0,,,,False,,False,True
"MCDERMOTT,INC.",1004871744,134972692,42927361,pa,12/01/2021,11/30/2022,294896.16,0.26,76673.00159999999,30000.0,30000.0,,,,False,,False,True
MCDONALD'S CORPORATION,1004884829,132077501,42638814,pa,01/01/2022,12/31/2022,240066.53,0.14,33609.3142,8000.0,8000.0,,,,False,,,
"MISTRAS GROUP, INC.",1004938811,131882205,42638816,pa,11/18/2021,11/17/2022,35067.24,0.14,4909.4136,8000.0,4909.4136,,,,False,,False,True
MORAN TOWING CORP,1004944550,136820557,42638816,pa,07/01/2022,06/30/2023,26500.0,0.14,3710.0000000000005,8000.0,3710.0000000000005,,,,True,True,,
MYLAN INC,1004952048,134971041,42939096,pa,12/01/2021,11/30/2022,405636.61,0.26,105465.5186,30000.0,30000.0,,,,False,,False,True
"NBCUNIVERSAL MEDIA, LLC",1004975676,134689588,42638814,pa,06/02/2022,06/01/2023,161000.0,0.14,22540.000000000004,8000.0,8000.0,,,,False,,,
NEENAH PAPER INC,1004991539,133965187,42638814,pa,05/01/2022,04/30/2023,71760.0,0.14,10046.400000000001,8000.0,8000.0,,,,False,,,
"NEP BROADCASTING, LLC",1005012575,135963979,42638816,pa,01/11/2022,01/10/2023,41375.0,0.14,5792.500000000001,8000.0,5792.500000000001,,,,False,,,
NEWELL BRANDS,1005021504,131982446,42638814,pa,12/01/2021,11/30/2022,211204.19,0.14,29568.586600000002,8000.0,8000.0,,,,False,,False,True
NIELSEN CONSUMER LLC,1005259423,135892752,42638814,pa,08/01/2022,12/31/2022,180177.64,0.14,25224.869600000005,8000.0,8000.0,,,,True,True,,
NOOM INC,1005283931,136750742,42638816,pa,06/16/2022,06/15/2023,38500.0,0.14,5390.000000000001,8000.0,5390.000000000001,,,,False,,,
NOVANTA CORP,1005307668,133789180,42638816,pa,06/01/2022,05/31/2023,62400.0,0.14,8736.0,8000.0,8000.0,,,,False,,,
"OLD DOMINION FREIGHT LINE, INC",1005322396,132109746,42638814,pa,01/01/2022,12/31/2022,22713.6,0.14,3179.904,8000.0,3179.904,,,,False,,,
ORGANON LLC,1005323689,136416587,42638814,pa,05/30/2022,05/29/2023,286000.0,0.14,40040.00000000001,8000.0,8000.0,,,,False,,,
"ORION GROUP HOLDINGS, INC.",1005325747,136710162,42638816,pa,07/01/2021,06/30/2023,36000.0,0.14,5040.000000000001,8000.0,5040.000000000001,,,,False,,False,True
OUTBRAIN INC,1005380058,135777329,42638814,pa,12/01/2021,11/30/2022,60600.0,0.14,8484.0,8000.0,8000.0,,,,False,,False,True
"OWENS & MINOR MEDICAL, INC",1005386230,132089945,42638814,pa,12/30/2021,12/29/2022,77610.0,0.14,10865.400000000001,8000.0,8000.0,,,,False,,False,True
"OZARK SERVICES, INC.",1005388691,134233252,42638814,pa,02/03/2022,02/02/2023,54600.0,0.14,7644.000000000001,8000.0,7644.000000000001,,,,False,,,
"PACIFIC ARCHITECTS & ENGINEERS, INC",1005391388,135108643,42638814,pa,08/01/2022,07/31/2023,79300.0,0.14,11102.000000000002,8000.0,8000.0,,,,True,False,,
PARKER HANNIFIN CORP,1005391436,135787890,42927361,pa,07/01/2022,06/30/2023,268580.0,0.26,69830.8,30000.0,30000.0,,,,True,True,,
"PEARSON EDUCATION, INC",1005399505,132071562,42638814,pa,05/01/2022,04/30/2023,95638.32,0.14,13389.364800000003,8000.0,8000.0,,,,False,,,
PEKIN INSURANCE COMPANY,1005400293,134013488,42638814,pa,12/18/2021,12/17/2022,33280.0,0.14,4659.200000000001,8000.0,4659.200000000001,,,,False,,False,True
"PNC BANK, NATIONAL ASSOCIATION",1005411847,135442006,42638814,pa,09/27/2022,09/26/2023,110282.4,0.14,15439.536,8000.0,8000.0,,,,True,False,,
"PPG INDUSTRIES, INC.",1005414866,136945850,42638814,pa,01/01/2022,12/31/2022,91936.0,0.14,12871.04,8000.0,8000.0,,,,False,,,
PPL SERVICES CORPORATION,1005435547,134970174,42927363,pa,12/01/2021,11/30/2022,179588.45,0.26,46692.997,30000.0,30000.0,,,,False,,False,True
PRECISION MED GRP,1005439398,135400610,42638816,pa,08/18/2022,08/17/2023,42473.6,0.14,5946.304,8000.0,5946.304,,,,True,False,,
PRIMORIS SVCS CORP,1005449173,133734024,42638814,pa,11/18/2021,11/17/2022,42484.0,0.14,5947.76,8000.0,5947.76,,,,False,,False,True
QUAKER CHEMICAL CORPORATION,1005452297,132877596,42638813,pa,05/28/2022,05/27/2023,108160.0,0.1,10816.0,8000.0,8000.0,,,,False,,,
RAILWORKS CORPORATION,1005493603,133877155,42638814,pa,01/01/2022,12/31/2022,58448.0,0.14,8182.720000000001,8000.0,8000.0,,,,False,,,
"RAMBOLL HOLDINGS, INC.",1005501953,133697091,42638814,pa,10/01/2021,09/30/2022,37600.0,0.14,5264.000000000001,8000.0,5264.000000000001,,,,False,,False,True
REDDIT INC,1005508545,136819414,42638816,pa,06/17/2022,06/16/2023,27712.3,0.14,3879.722,8000.0,3879.722,,,,False,,,
RENT THE RUNWAY,1005518610,260045011,42638816,pa,09/21/2022,09/20/2023,22610.0,0.14,3165.4,8000.0,3165.4,,,,True,False,,
"RETAIL FINANCE INT'L HOLDINGS, INC",1005524049,135493841,42927361,pa,12/01/2021,11/30/2022,399048.0,0.26,103752.48000000001,30000.0,30000.0,,,,False,,False,True
REV RENEWABLES,1005526452,136309798,42638816,pa,04/27/2022,04/26/2023,23440.0,0.14,3281.6000000000004,8000.0,3281.6000000000004,,,,False,,,
RHEEM MANUFACTURING COMPANY,1005533008,134969172,42927367,pa,12/01/2021,11/30/2022,80712.0,0.26,20985.12,30000.0,20985.12,,,,False,,False,True
RHEEM MANUFACTURING COMPANY,1005536715,133601609,42638814,pa,03/01/2022,02/28/2023,51507.0,0.14,7210.9800000000005,8000.0,7210.9800000000005,,,,False,,,
ROKU INC.,1005541263,134319695,42638814,pa,02/22/2022,02/21/2023,36504.0,0.14,5110.56,8000.0,5110.56,,,,False,,,
S&P GLOBAL INC.,1005553330,131968418,42638815,pa,12/01/2021,11/30/2022,188600.56,0.24,45264.134399999995,30000.0,30000.0,,,,False,,False,True
SAILPOINT TECHNOLOGIES INC,1005554994,136325572,42638816,pa,04/12/2022,04/11/2023,17580.0,0.14,2461.2000000000003,8000.0,2461.2000000000003,,,,False,,,
SALLY HOLDINGS LLC,1005571915,132147869,42638818,pa,01/01/2022,12/31/2022,60569.6,0.1,6056.96,8000.0,6056.96,,,,False,,,
SCHOLASTIC CORPORATION,1005574196,134655536,42638815,pa,04/01/2022,03/31/2023,118976.0,0.24,28554.239999999998,30000.0,28554.239999999998,,,,False,,,
"SECURIAN FINANCIAL GROUP, INC.",1005593165,135193489,42638814,pa,09/01/2022,08/31/2023,123760.0,0.14,17326.4,8000.0,8000.0,,,,True,False,,
SEDGWICK CLAIMS MANAGEMENT SERVICES,1005593332,135018310,42638814,pa,06/14/2022,06/13/2023,51597.52,0.14,7223.6528,8000.0,7223.6528,,,,False,,,
"SENSATA TECHNOLOGIES, INC.",1005595101,136196262,42638814,pa,03/11/2022,03/10/2023,74113.56,0.14,10375.8984,8000.0,8000.0,,,,False,,,
SERVICENOW,1005597775,133076895,42638814,pa,07/22/2022,07/21/2023,59675.62,0.14,8354.586800000001,8000.0,8000.0,,,,True,False,,
SFR INVESTMENTS V REIT,1005597993,136309734,42638814,pa,09/30/2022,09/29/2023,39000.0,0.14,5460.000000000001,8000.0,5460.000000000001,,,,True,True,,
SHARECARE INC,1005599218,136847948,42638816,pa,06/30/2022,06/29/2023,26829.0,0.14,3756.0600000000004,8000.0,3756.0600000000004,,,,False,,,
SOLENIS LLC,1005603215,134538116,42638814,pa,04/23/2022,04/22/2023,89949.6,0.14,12592.944000000001,8000.0,8000.0,,,,False,,,
SOUTH JERSEY INDUSTRIES,1005605286,133348774,42638816,pa,08/31/2022,08/30/2023,58500.0,0.14,8190.000000000001,8000.0,8000.0,,,,True,False,,
SPIRIT AEROSYSTEMS,1005615778,132099045,42638814,pa,02/01/2022,01/31/2023,43155.84,0.14,6041.8176,8000.0,6041.8176,,,,False,,,
SPX FLOW INC,1005659081,132556199,42638814,pa,01/01/2022,12/31/2022,109200.0,0.14,15288.000000000002,8000.0,8000.0,,,,False,,,
STAFFMARK,1005662815,132083937,42638816,pa,12/24/2021,12/23/2022,33932.82,0.14,4750.594800000001,8000.0,4750.594800000001,,,,False,,False,True
STATE STREET CORPORATION,1005666124,134162910,42638814,pa,02/23/2022,02/22/2023,102302.46,0.14,14322.344400000002,8000.0,8000.0,,,,False,,,
"STEFANINI, INC.",1005669909,136242079,42638816,pa,03/31/2022,11/30/2022,45274.79,0.14,6338.470600000001,8000.0,6338.470600000001,,,,False,,,
SUMITOMO CORP,1005675710,132079161,42638814,pa,04/01/2022,03/31/2023,108160.0,0.14,15142.400000000001,8000.0,8000.0,,,,False,,,
SUNCOKE ENERGY INC,1005676458,132322028,42638814,pa,03/09/2022,03/08/2023,57900.21,0.14,8106.0294,8000.0,8000.0,,,,False,,,
"SUNRISE SENIOR LIVING MANAGEMENT, I",1005694092,135249171,42638816,pa,08/10/2022,08/09/2023,43155.84,0.14,6041.8176,8000.0,6041.8176,,,,True,False,,
SUPERIOR ESSEX INC.,1005701543,131883842,42638814,pa,12/01/2021,11/30/2022,38656.8,0.14,5411.952000000001,8000.0,5411.952000000001,,,,False,,False,True
SUPERIOR GRP COMPANIES INC,1005705882,135757858,42638816,pa,12/06/2021,12/05/2022,28910.0,0.14,4047.4000000000005,8000.0,4047.4000000000005,,,,False,,False,True
"SYKES ENTERPRISES, INC.",1005707199,133510208,42638814,pa,12/02/2021,11/30/2022,45427.2,0.14,6359.808,8000.0,6359.808,,,,False,,False,True
SYSCO CORPORATION,1005713776,135322513,42638814,pa,08/27/2022,08/26/2023,98800.0,0.14,13832.000000000002,8000.0,8000.0,,,,True,False,,
T-MOBILE USA,1003850959,134013901,42638814,pa,12/18/2021,12/17/2022,367105.0,0.14,51394.700000000004,8000.0,8000.0,,,,False,,False,True
T-MOBILE USA,1003850783,134970097,42927363,pa,12/01/2021,11/30/2022,138170.0,0.26,35924.200000000004,30000.0,30000.0,,,,False,,False,True
TAKEDA PHARMACEUTICALS USA INC,1005717544,135301551,42638816,pa,08/26/2022,08/25/2023,96720.0,0.14,13540.800000000001,8000.0,8000.0,,,,True,False,,
TALCOTT RESOLUTION LIFE INSURANCE,1005725152,132406668,42638814,pa,04/01/2022,03/31/2023,56880.72,0.14,7963.300800000001,8000.0,7963.300800000001,,,,False,,,
TEAM HEALTH,1005728135,132460938,42638814,pa,04/07/2022,04/06/2023,67581.83,0.14,9461.4562,8000.0,8000.0,,,,False,,,
"TESLA, INC",1003846250,135271192,42638814,pa,07/20/2022,07/19/2023,57660.1,0.14,8072.414000000001,8000.0,8000.0,,,,True,False,,
THE HERSHEY COMPANY,1003849490,131873540,42638814,pa,12/01/2021,11/30/2022,38656.8,0.14,5411.952000000001,8000.0,5411.952000000001,,,,False,,False,True
THE HUNTINGTON NATIONAL BANK,1003849601,132874031,42638814,pa,06/01/2022,05/31/2023,88400.0,0.14,12376.000000000002,8000.0,8000.0,,,,False,,,
THE NORTHERN TRUST COMPANY,1003849732,133782425,42638814,pa,11/23/2021,11/22/2022,58396.0,0.14,8175.4400000000005,8000.0,8000.0,,,,False,,False,True
THERMO FISHER SCIENTIFIC,1003850420,133228951,42638814,pa,08/18/2022,08/17/2023,82201.6,0.14,11508.224000000002,8000.0,8000.0,,,,True,False,,
"TJX COMPANIES, INC.",1003850773,131222653,42638814,pa,12/01/2021,11/30/2022,88634.52,0.14,12408.832800000002,8000.0,8000.0,,,,False,,False,True
TMS INTL LLC,1003851003,133941719,42638814,pa,12/01/2021,11/30/2022,35360.0,0.14,4950.400000000001,8000.0,4950.400000000001,,,,False,,False,True
TRACTOR SUPPLY CO.,1003851226,134576877,42638814,pa,01/01/2022,12/31/2022,29166.0,0.14,4083.2400000000002,8000.0,4083.2400000000002,,,,False,,,
TRANSCANADA PIPELINES LIMITED,1003851433,135859908,42927363,pa,12/01/2021,11/30/2022,201015.36,0.26,52263.9936,30000.0,30000.0,,,,False,,False,True
"TRANSCONTINENTAL, INC.",1003851501,134664695,42638814,pa,06/01/2022,05/31/2023,46800.0,0.14,6552.000000000001,8000.0,6552.000000000001,,,,False,,,
TRILLIUM FLOW TECHNOLOGIES,1003851649,134388567,42638816,pa,03/19/2022,03/18/2023,31975.0,0.14,4476.5,8000.0,4476.5,,,,False,,,
TSG DEVELOPMENTS INVESTMENTS INC,1003851907,135089311,42638814,pa,06/29/2022,06/28/2023,38110.0,0.14,5335.400000000001,8000.0,5335.400000000001,,,,False,,,
"UCB, INC.",1003853232,131960281,42638814,pa,02/01/2022,01/31/2023,21632.0,0.14,3028.4800000000005,8000.0,3028.4800000000005,,,,False,,,
"UKG, INC.",1003853537,136329985,42638814,pa,09/01/2022,08/31/2023,104505.81,0.14,14630.813400000001,8000.0,8000.0,,,,True,False,,
UL LLC,1003853884,135779138,42638815,pa,12/01/2021,11/30/2022,167604.74,0.24,40225.137599999995,30000.0,30000.0,,,,False,,False,True
"UNIFI MANUFACTURING, INC.",1003853921,130722996,42638816,pa,07/29/2022,07/28/2023,34870.78,0.14,4881.9092,8000.0,4881.9092,,,,True,False,,
UNIFRAX I LLC,1003853985,135041528,42638814,pa,01/01/2022,12/31/2022,76500.0,0.14,10710.000000000002,8000.0,8000.0,,,,False,,,
"UNITED HEALTHCARE SERVICES, INC.",1003854293,135007763,42927361,pa,01/01/2022,12/31/2022,1187141.28,0.26,308656.7328,30000.0,30000.0,,,,False,,,
UNIV OF KANSAS,1003874748,260103402,42638816,pa,09/06/2022,09/05/2023,3500.0,0.14,490.00000000000006,8000.0,490.00000000000006,,,,True,True,,
UPMC,1003992928,135493822,42638814,pa,08/01/2021,07/31/2024,18897.72,0.14,2645.6808000000005,8000.0,2645.6808000000005,,,,False,,False,True
VARSITY BRANDS,1004048417,135209482,42638814,pa,07/30/2022,07/29/2023,52650.0,0.14,7371.000000000001,8000.0,7371.000000000001,,,,True,False,,
"VERISIGN, INC.",1004244446,134724864,42638814,pa,06/04/2022,06/03/2023,62400.0,0.14,8736.0,8000.0,8000.0,,,,False,,,
VERTEX INC,1004331924,132648979,42638816,pa,12/01/2021,11/30/2022,37440.0,0.14,5241.6,8000.0,5241.6,,,,False,,False,True
VERTIV CORPORATION,1004661656,136167632,42638813,pa,03/02/2022,03/01/2023,126500.0,0.1,12650.0,8000.0,8000.0,,,,False,,,
VONTIER BUSINESS SERVICES LLC,1004888324,133242007,42638814,pa,09/01/2022,08/31/2023,80038.4,0.14,11205.376,8000.0,8000.0,,,,True,False,,
VSE CORP,1004903254,132934313,42638814,pa,12/01/2021,11/30/2022,39000.0,0.14,5460.000000000001,8000.0,5460.000000000001,,,,False,,False,True
